,zipcodes,income,food,essentials,IEE
8076,44101,1295,299,100,894
8077,10024,6317,2711,681,2923
8078,44101,10590,1480,3184,5924
8079,10024,9863,4309,1311,4241
8080,44101,6795,890,1706,4197
8081,44101,6377,741,2760,2874
8082,60007,3519,644,1449,1424
8083,60007,3819,932,2244,642
8084,94016,11849,5703,3593,2552
8085,10024,6693,2194,1459,3038
8086,22031,3579,1183,1650,745
8087,10024,11043,7317,456,3269
8088,60007,1014,459,376,178
8089,22031,1788,287,1019,480
8090,60007,4579,1946,2067,564
8091,22031,4382,1695,1653,1032
8092,94016,1461,444,442,573
8093,60007,5331,1257,1827,2246
8094,94016,8361,4351,1694,2315
8095,10024,9992,4618,3226,2147
8096,22031,1520,115,535,869
8097,22031,11097,4286,1471,5339
8098,44101,2014,222,942,849
8099,10024,11406,3420,3944,4041
8100,44101,11269,884,5781,4602
8101,94016,6944,931,4146,1866
8102,60007,4481,2444,34,2002
8103,10024,6524,3529,2902,91
8104,44101,1678,216,684,777
8105,10024,9494,3619,1645,4228
8106,22031,8022,3628,1492,2900
8107,10024,12456,953,7473,4028
8108,22031,8011,2715,3085,2210
8109,22031,12024,4151,5419,2453
8110,94016,8554,2388,2969,3195
8111,60007,12014,3883,6294,1835
8112,94016,10402,3067,3378,3956
8113,44101,2335,498,1136,699
8114,94016,7402,1155,4008,2238
8115,44101,2107,354,721,1030
8116,94016,5148,1991,1506,1650
8117,94016,10033,5114,1272,3645
8118,60007,1383,529,577,275
8119,22031,7398,3300,2822,1275
8120,94016,12336,5957,1098,5280
8121,60007,12486,1822,8252,2411
8122,10024,1676,520,921,233
8123,22031,7604,1683,2940,2980
8124,10024,10246,1486,7175,1583
8125,60007,6228,2005,1609,2612
8126,44101,12300,5651,2723,3924
8127,44101,4217,1523,2627,66
8128,94016,5628,3464,2147,16
8129,94016,4388,2425,1098,863
8130,22031,3981,862,1991,1126
8131,60007,1641,616,641,383
8132,44101,10149,2839,3990,3319
8133,22031,3663,395,2341,926
8134,44101,6178,2917,2895,364
8135,10024,11550,4996,1994,4558
8136,94016,7141,2523,1397,3219
8137,10024,12427,3705,8294,427
8138,94016,1127,34,949,142
8139,44101,2246,858,666,721
8140,22031,8008,1246,4240,2520
8141,22031,6906,1869,1178,3858
8142,60007,4624,789,2636,1197
8143,10024,9772,2755,2727,4288
8144,94016,4827,1239,1359,2227
8145,94016,6389,2514,832,3042
8146,94016,4018,1367,2247,402
8147,60007,9386,1808,3367,4209
8148,22031,11604,4793,3912,2897
8149,60007,6182,2050,1346,2784
8150,60007,4362,1061,689,2611
8151,10024,8483,3786,903,3792
8152,22031,11722,681,10584,455
8153,22031,7590,3205,169,4215
8154,44101,1037,598,244,193
8155,22031,11534,4866,696,5970
8156,94016,4775,1886,1642,1245
8157,60007,10703,2540,65,8097
8158,44101,7551,969,2832,3748
8159,44101,3022,377,2044,600
8160,94016,10367,6669,2725,971
8161,60007,10015,1123,3561,5330
8162,22031,10651,3198,6448,1004
8163,94016,1570,32,1009,528
8164,94016,11936,2358,5145,4432
8165,10024,12372,3866,3249,5255
8166,22031,1719,715,193,809
8167,60007,12302,4263,7129,909
8168,10024,6008,1666,2294,2046
8169,44101,6769,4093,1842,833
8170,44101,11888,4993,4407,2487
8171,22031,3735,1932,393,1409
8172,44101,8776,4611,3291,873
8173,94016,6848,2347,2634,1866
8174,44101,4765,1877,561,2326
8175,60007,1898,196,880,820
8176,22031,1155,346,454,353
8177,22031,6396,3902,1230,1263
8178,94016,6885,1660,2578,2645
8179,44101,2340,544,1076,718
8180,10024,2521,1015,368,1137
8181,60007,11718,7896,3156,664
8182,44101,7493,1427,3243,2822
8183,22031,7919,2385,1864,3669
8184,44101,5765,4268,1095,400
8185,22031,1914,574,708,631
8186,22031,4239,3429,346,462
8187,22031,7746,3423,592,3729
8188,60007,9869,3610,5438,820
8189,10024,11573,1859,3616,6096
8190,94016,7393,2937,4148,306
8191,10024,3162,2106,937,117
8192,94016,4759,2311,1692,755
8193,10024,11260,5719,2724,2815
8194,60007,3458,1407,1967,82
8195,10024,7220,1680,1848,3691
8196,94016,5266,967,2240,2058
8197,60007,4999,1780,1175,2042
8198,94016,8205,2980,4947,276
8199,94016,8168,2856,458,4853
8200,10024,8490,1572,3396,3520
8201,44101,11911,4310,1195,6404
8202,44101,9799,1712,3560,4526
8203,44101,7372,2748,2849,1773
8204,22031,9466,2214,6144,1107
8205,60007,3125,695,1746,683
8206,10024,2999,57,1469,1471
8207,22031,1316,552,731,32
8208,22031,10341,4567,1331,4442
8209,60007,2959,1344,1227,387
8210,22031,2247,476,1031,738
8211,10024,7191,2657,1929,2603
8212,10024,12314,450,6859,5003
8213,44101,5064,2690,583,1789
8214,10024,4894,2916,653,1323
8215,60007,7683,1752,446,5483
8216,44101,8250,2936,3939,1374
8217,60007,2555,1470,882,202
8218,60007,10100,4008,2795,3295
8219,44101,5184,559,1904,2719
8220,60007,1365,467,527,370
8221,60007,5235,1663,1104,2467
8222,22031,1702,289,860,551
8223,60007,8376,1349,1215,5810
8224,44101,10245,2055,5608,2581
8225,22031,4914,393,1135,3384
8226,94016,8032,3616,3780,634
8227,44101,5384,3611,571,1201
8228,10024,12067,5129,2946,3991
8229,44101,11600,4721,2397,4481
8230,60007,7954,1451,3068,3434
8231,94016,9371,375,4519,4475
8232,60007,1471,810,224,435
8233,10024,3100,1303,801,995
8234,94016,3229,1021,1330,877
8235,10024,8890,6664,1886,338
8236,10024,1859,615,712,531
8237,22031,3482,900,1250,1330
8238,44101,12286,3079,4940,4266
8239,60007,10395,3475,4018,2900
8240,94016,7501,3043,3320,1137
8241,10024,10195,4874,1739,3581
8242,44101,3663,230,623,2808
8243,44101,4390,381,1762,2246
8244,60007,6034,1562,2226,2245
8245,22031,1460,272,520,667
8246,44101,8981,2794,2562,3624
8247,10024,1584,64,657,862
8248,44101,7070,1748,2017,3304
8249,94016,8599,3124,692,4781
8250,44101,9456,6693,1132,1630
8251,22031,8072,2030,4027,2013
8252,60007,7195,2212,2617,2365
8253,22031,5307,3934,735,637
8254,10024,3727,1606,1763,357
8255,10024,5817,2728,437,2651
8256,10024,1532,441,929,161
8257,44101,4654,2690,402,1560
8258,10024,3171,1337,1199,634
8259,10024,8616,2883,3120,2612
8260,94016,6147,648,2631,2866
8261,60007,2363,1007,492,862
8262,22031,8427,2372,2521,3533
8263,22031,3594,1984,605,1003
8264,22031,3267,1132,864,1269
8265,22031,10028,7505,1461,1061
8266,94016,5610,2425,1401,1782
8267,22031,12293,7257,3399,1635
8268,60007,9529,1279,5587,2661
8269,44101,7999,1425,2606,3966
8270,10024,7145,1553,2917,2674
8271,10024,6558,1122,3944,1490
8272,44101,8233,775,3819,3638
8273,22031,11857,4624,1464,5767
8274,22031,4730,647,2036,2045
8275,44101,3457,539,1060,1856
8276,94016,10990,3329,5109,2551
8277,60007,9189,2164,4725,2298
8278,94016,9611,6463,2520,626
8279,22031,6060,2271,2764,1023
8280,44101,8626,2891,1327,4406
8281,60007,4042,3107,626,308
8282,22031,10612,452,7458,2701
8283,22031,10088,4479,4122,1486
8284,44101,5670,2505,2289,874
8285,94016,1550,28,820,701
8286,94016,8910,1082,3640,4187
8287,22031,11660,2779,5358,3522
8288,44101,7522,5269,335,1916
8289,60007,5397,3414,1875,107
8290,10024,4464,546,1353,2563
8291,94016,7289,1719,3851,1718
8292,10024,2947,760,160,2025
8293,60007,5484,2059,1784,1640
8294,60007,5861,2591,1447,1821
8295,22031,5087,1017,340,3729
8296,22031,5653,450,2778,2424
8297,44101,7229,3100,107,4020
8298,44101,8178,5928,1065,1184
8299,44101,5301,250,659,4391
8300,94016,10363,4391,5605,366
8301,10024,11383,2118,2798,6466
8302,22031,8327,538,3342,4446
8303,10024,5055,724,3885,444
8304,94016,6714,2502,495,3715
8305,22031,6897,1901,3280,1715
8306,44101,2885,669,1056,1159
8307,94016,8750,2027,6237,484
8308,44101,2065,535,1106,423
8309,60007,5070,2177,1691,1201
8310,22031,11115,4099,1483,5532
8311,94016,8686,1343,5335,2007
8312,44101,8779,1175,2730,4872
8313,94016,8248,1089,4340,2818
8314,94016,4951,244,2066,2639
8315,60007,11955,6355,4299,1299
8316,60007,8503,499,5359,2644
8317,60007,9646,3311,2434,3900
8318,60007,4586,1162,2011,1411
8319,94016,5018,3256,1357,404
8320,60007,2889,1089,1111,687
8321,60007,7017,2698,2332,1985
8322,44101,11743,1036,2970,7736
8323,44101,3493,1710,1145,636
8324,10024,3925,1834,1780,309
8325,60007,1866,310,967,587
8326,60007,1459,81,686,691
8327,44101,10376,4073,1682,4619
8328,60007,1477,0,1043,433
8329,94016,6324,2596,442,3285
8330,60007,11453,3896,4500,3055
8331,94016,2426,356,822,1247
8332,60007,10202,5404,2643,2154
8333,44101,2205,1336,703,164
8334,22031,8187,2633,3605,1948
8335,44101,12055,6892,1179,3982
8336,60007,11073,4985,1538,4548
8337,60007,3689,1340,1592,755
8338,22031,8853,6509,1221,1122
8339,60007,5856,2292,1215,2347
8340,10024,10228,356,5457,4414
8341,60007,10635,1273,666,8694
8342,22031,11592,4533,6775,283
8343,60007,1587,381,155,1050
8344,94016,4929,1088,3438,402
8345,10024,2402,574,21,1806
8346,10024,10590,2686,2656,5247
8347,60007,6811,3516,2177,1116
8348,22031,11918,5929,220,5768
8349,22031,6910,1056,2602,3251
8350,44101,8518,3671,1503,3343
8351,22031,10503,4859,5615,27
8352,10024,5232,1914,1753,1563
8353,44101,1684,773,569,341
8354,60007,5518,2947,415,2154
8355,60007,12035,1880,6788,3366
8356,60007,9511,729,5693,3088
8357,44101,6559,3281,1847,1430
8358,10024,10021,1864,6108,2047
8359,60007,9099,2887,2777,3434
8360,94016,12445,4782,2991,4670
8361,22031,11048,7979,1250,1818
8362,22031,10748,3559,4175,3013
8363,60007,6814,2360,1342,3111
8364,10024,2715,1131,395,1188
8365,44101,2557,1066,344,1146
8366,44101,6918,625,4345,1946
8367,94016,3497,227,2641,627
8368,22031,3448,519,1042,1886
8369,94016,4328,1637,1063,1627
8370,44101,4640,1957,1712,970
8371,44101,1170,400,308,461
8372,22031,3331,664,2085,580
8373,44101,3110,1178,1493,438
8374,60007,10986,3475,3343,4166
8375,22031,2229,941,1110,176
8376,44101,8650,4990,2333,1325
8377,60007,11529,7002,1853,2672
8378,60007,4100,22,3052,1024
8379,10024,5843,2299,561,2982
8380,60007,6803,3074,1767,1961
8381,22031,2555,850,1583,120
8382,94016,9938,2155,5721,2060
8383,10024,9500,3836,3414,2248
8384,22031,10473,2890,5131,2450
8385,10024,9510,4038,3358,2112
8386,60007,4751,1108,591,3051
8387,10024,2632,1642,311,677
8388,22031,12334,8102,2282,1948
8389,10024,10024,3863,1109,5050
8390,60007,4165,2232,152,1780
8391,10024,3170,1133,484,1552
8392,44101,4173,1328,1756,1088
8393,22031,7112,2970,2769,1371
8394,10024,11089,90,9389,1608
8395,44101,6519,3006,2326,1186
8396,10024,11454,3834,7387,232
8397,60007,8068,3972,665,3429
8398,22031,11144,5482,376,5285
8399,22031,9481,2348,699,6432
8400,60007,12451,6208,812,5429
8401,22031,11222,5502,5092,627
8402,94016,4713,2024,631,2057
8403,94016,1289,738,483,67
8404,44101,4867,35,1772,3059
8405,94016,7655,232,5091,2331
8406,94016,10839,9214,1512,111
8407,10024,10245,4608,3167,2469
8408,44101,4606,691,2161,1753
8409,22031,4574,1942,1838,793
8410,44101,8404,3744,2208,2450
8411,44101,10267,1868,1679,6718
8412,44101,4522,2405,969,1146
8413,60007,9308,702,5419,3185
8414,10024,7647,4550,1575,1520
8415,44101,8108,3961,1775,2371
8416,94016,3532,613,2272,645
8417,22031,3575,1116,1276,1182
8418,44101,5764,1932,3295,535
8419,22031,2183,781,1220,181
8420,94016,4397,1352,889,2155
8421,10024,2497,1066,739,690
8422,22031,4382,1969,1624,788
8423,44101,10021,2837,162,7020
8424,22031,1235,573,580,80
8425,22031,7125,3147,2146,1831
8426,44101,7225,904,2606,3714
8427,22031,6143,2020,2161,1960
8428,22031,12279,5329,1041,5908
8429,94016,1692,1135,300,256
8430,60007,10410,4909,321,5179
8431,22031,11992,5060,1560,5370
8432,94016,6771,1001,3534,2235
8433,44101,9790,2809,3555,3425
8434,44101,1141,775,66,298
8435,10024,6245,2687,350,3207
8436,10024,2167,546,1387,232
8437,44101,5742,2299,3303,138
8438,60007,12402,5015,4635,2750
8439,44101,4118,1997,1365,754
8440,44101,9271,2727,3848,2695
8441,60007,2764,1492,163,1108
8442,94016,1836,1199,448,188
8443,94016,11784,4879,4268,2635
8444,44101,9351,2632,5141,1577
8445,10024,7762,2244,2973,2544
8446,60007,8804,2232,5078,1493
8447,22031,2692,1405,1079,206
8448,10024,3854,1860,130,1862
8449,22031,6309,3743,714,1851
8450,44101,6034,835,2560,2638
8451,22031,1674,839,156,677
8452,10024,2969,54,1428,1486
8453,60007,7943,3640,747,3554
8454,22031,7243,891,71,6280
8455,94016,1952,175,217,1559
8456,94016,9040,2260,3616,3163
8457,94016,10609,618,4788,5201
8458,10024,3103,272,1748,1082
8459,22031,6527,1263,2919,2343
8460,60007,6290,1561,2489,2239
8461,22031,11524,5837,2051,3635
8462,60007,5878,1402,2301,2174
8463,94016,1679,663,203,811
8464,94016,1389,351,731,305
8465,10024,12004,646,6452,4904
8466,10024,4066,1587,2044,434
8467,94016,8734,1718,3050,3964
8468,10024,12485,1789,8335,2359
8469,94016,2738,35,994,1708
8470,94016,1139,226,449,462
8471,94016,12335,2169,3188,6977
8472,44101,3144,1470,246,1427
8473,94016,6816,2276,1456,3083
8474,10024,4267,615,180,3470
8475,44101,9236,1593,4392,3250
8476,44101,1016,483,140,392
8477,10024,6741,2759,1049,2932
8478,60007,10060,225,7077,2756
8479,10024,11873,245,6386,5240
8480,10024,12122,2979,2988,6153
8481,44101,7700,2789,1981,2928
8482,44101,5590,1963,2077,1548
8483,10024,8060,2204,5786,68
8484,22031,2443,1242,228,972
8485,44101,6262,2659,3115,486
8486,94016,11133,4708,2903,3520
8487,44101,10908,2103,5562,3241
8488,44101,11606,3938,804,6863
8489,60007,3621,911,1210,1498
8490,10024,4166,244,1194,2727
8491,10024,6604,4087,1478,1037
8492,94016,4921,2448,792,1680
8493,44101,5130,2484,1806,838
8494,60007,8789,2039,3757,2992
8495,10024,6623,43,2498,4080
8496,60007,5674,3014,1365,1294
8497,10024,12411,5396,3127,3886
8498,22031,5565,2022,2722,820
8499,44101,1185,302,550,331
8500,22031,6189,586,2929,2673
8501,60007,9162,4570,1977,2614
8502,22031,3704,708,1327,1668
8503,10024,1418,799,325,293
8504,22031,4254,389,3820,44
8505,22031,1875,770,994,110
8506,44101,1958,1105,226,625
8507,10024,5346,178,2076,3090
8508,10024,3773,555,1717,1499
8509,10024,5935,1127,3020,1786
8510,22031,10807,3970,4380,2456
8511,44101,7823,4752,2469,601
8512,22031,8032,2531,3680,1819
8513,22031,2292,238,1249,804
8514,44101,12146,1454,5497,5194
8515,60007,10594,5565,2928,2100
8516,94016,10194,893,3882,5418
8517,94016,11316,3505,7735,74
8518,60007,2323,89,1100,1133
8519,10024,8809,4379,3586,843
8520,10024,7513,3092,2827,1593
8521,22031,4459,1580,981,1897
8522,10024,2370,589,501,1279
8523,60007,6402,285,1385,4730
8524,10024,2064,73,1008,982
8525,22031,9329,3735,4884,709
8526,44101,11032,3618,4596,2817
8527,10024,5442,2031,2096,1313
8528,60007,4821,2075,2416,328
8529,94016,11954,4597,2234,5121
8530,22031,3636,2065,1291,278
8531,22031,12368,5605,4677,2085
8532,22031,5904,1375,3327,1201
8533,10024,3228,641,661,1924
8534,44101,1630,645,817,166
8535,60007,6524,2537,2034,1951
8536,10024,2757,49,1304,1403
8537,44101,2466,991,648,825
8538,60007,8831,3275,2324,3231
8539,60007,4412,1644,1561,1206
8540,10024,2658,758,612,1286
8541,94016,10932,1091,5455,4385
8542,22031,3573,570,1106,1896
8543,44101,8197,2945,1578,3672
8544,10024,7770,2150,3373,2245
8545,94016,1505,366,864,274
8546,44101,2419,1198,1211,9
8547,22031,11417,290,4931,6194
8548,94016,8608,722,3820,4064
8549,60007,5387,2275,2335,776
8550,94016,5404,219,2850,2333
8551,22031,7154,3673,3240,240
8552,60007,9000,3901,1342,3756
8553,10024,6057,2147,2167,1742
8554,10024,12294,5822,6367,104
8555,44101,6892,3148,2223,1519
8556,22031,10571,5221,1077,4271
8557,60007,6729,3577,1750,1401
8558,22031,1566,553,319,692
8559,44101,6712,507,2560,3643
8560,60007,1227,693,501,32
8561,10024,6881,2405,622,3852
8562,10024,2771,871,1089,809
8563,94016,10643,4245,2202,4195
8564,94016,4929,78,1479,3370
8565,60007,5936,2359,1130,2446
8566,94016,5583,2154,1738,1690
8567,60007,12241,4788,398,7053
8568,22031,1679,65,1033,579
8569,94016,5737,1815,2254,1667
8570,44101,9814,5383,271,4158
8571,60007,7430,2467,582,4380
8572,44101,10159,3765,1193,5199
8573,22031,7807,3962,1233,2611
8574,10024,11925,7620,3834,469
8575,60007,8740,2687,4238,1814
8576,44101,10951,7825,2917,208
8577,10024,7180,1922,3183,2073
8578,94016,8708,3590,3158,1959
8579,94016,8437,5198,2354,884
8580,22031,10836,2674,6802,1359
8581,22031,8047,4471,2408,1167
8582,10024,5795,2558,1354,1882
8583,22031,9876,6677,226,2971
8584,60007,8511,3477,1684,3349
8585,60007,9813,1136,6188,2487
8586,60007,10715,2464,4167,4083
8587,44101,5166,688,2494,1983
8588,94016,6467,4203,1708,554
8589,60007,4280,2022,1134,1123
8590,60007,3349,1514,181,1653
8591,94016,9452,4413,1704,3333
8592,94016,9536,2577,688,6269
8593,44101,10581,3730,5321,1528
8594,44101,6850,2775,1088,2986
8595,44101,11504,1995,2423,7084
8596,10024,4797,2,2552,2241
8597,94016,6465,1310,4246,908
8598,60007,11763,4173,589,6999
8599,22031,10079,3969,2533,3576
8600,22031,8102,3275,1234,3591
8601,60007,1444,343,400,700
8602,10024,4340,2515,667,1156
8603,10024,12132,8667,1961,1503
8604,94016,8734,1767,2967,3999
8605,94016,11100,1923,3750,5426
8606,94016,2818,919,131,1766
8607,44101,4838,1961,38,2838
8608,60007,12474,5273,899,6301
8609,44101,1224,183,83,957
8610,22031,11939,4108,61,7769
8611,10024,2083,1251,53,778
8612,10024,1454,447,383,623
8613,60007,3581,1019,876,1685
8614,94016,2301,1399,4,896
8615,22031,4907,829,809,3268
8616,44101,1378,4,683,689
8617,44101,3532,1096,1109,1325
8618,60007,10317,1473,7475,1368
8619,10024,11525,2077,6621,2826
8620,22031,9861,4178,1387,4295
8621,44101,4577,1935,2548,92
8622,10024,5470,3721,692,1056
8623,94016,7389,3022,1626,2740
8624,22031,3836,2348,31,1455
8625,60007,7035,77,5153,1803
8626,44101,4913,1993,1620,1299
8627,22031,9846,8159,259,1426
8628,94016,11384,3732,7632,19
8629,60007,2766,246,1622,897
8630,60007,2706,1781,538,386
8631,10024,6622,1862,1468,3290
8632,10024,9773,3295,3906,2571
8633,10024,1118,234,559,323
8634,60007,6163,3438,661,2063
8635,94016,9699,8329,770,599
8636,44101,12243,5577,6142,522
8637,10024,10926,4141,3661,3123
8638,94016,9270,5997,185,3086
8639,22031,10979,5118,108,5752
8640,94016,12209,5988,4726,1493
8641,10024,7536,2379,1930,3225
8642,10024,9538,3094,3587,2856
8643,22031,1457,810,107,538
8644,10024,8290,2991,1950,3347
8645,60007,6880,2556,2306,2016
8646,94016,1010,584,7,418
8647,60007,10515,6014,3765,734
8648,10024,9557,5675,2565,1315
8649,44101,6754,826,4628,1298
8650,44101,2180,632,1332,214
8651,94016,3571,1909,593,1067
8652,44101,3971,1818,1045,1106
8653,22031,10135,3418,3078,3638
8654,22031,5996,920,5050,24
8655,10024,12208,5496,1893,4817
8656,22031,6013,3898,678,1435
8657,94016,5892,1872,2584,1435
8658,44101,9868,4246,1889,3731
8659,44101,2592,1863,323,405
8660,44101,11247,2869,2601,5776
8661,94016,10383,1388,5626,3367
8662,94016,7257,1729,2332,3195
8663,44101,12324,4049,7347,926
8664,44101,9187,715,7056,1415
8665,10024,4983,1612,1602,1768
8666,44101,11901,4266,4068,3566
8667,22031,9933,1534,3522,4875
8668,60007,6542,4188,1422,930
8669,22031,9216,3587,2605,3022
8670,22031,3918,2139,560,1217
8671,44101,3741,1838,563,1338
8672,94016,4400,973,147,3278
8673,94016,6467,2720,2094,1651
8674,10024,8748,658,4075,4013
8675,22031,10449,158,7576,2713
8676,22031,5286,1301,3070,914
8677,44101,6556,886,2145,3524
8678,94016,5721,914,439,4366
8679,44101,9177,2745,4508,1922
8680,22031,5513,2663,657,2191
8681,22031,3985,2257,327,1399
8682,22031,2479,855,613,1010
8683,60007,9940,441,5426,4071
8684,94016,10273,5829,4303,140
8685,10024,1951,119,776,1055
8686,94016,7180,2332,1383,3464
8687,10024,12018,4684,322,7011
8688,60007,1656,54,974,626
8689,94016,6644,1920,292,4431
8690,22031,4095,619,421,3053
8691,60007,7959,4538,724,2696
8692,44101,5958,727,2685,2544
8693,44101,8880,3881,987,4011
8694,60007,4335,1608,2539,186
8695,94016,12152,4029,4219,3902
8696,60007,6609,1622,3483,1502
8697,10024,2341,387,1192,761
8698,44101,6173,741,1636,3795
8699,44101,9827,4045,5232,548
8700,10024,5222,1291,2192,1738
8701,22031,9989,1916,7102,970
8702,22031,2923,1393,754,774
8703,22031,8127,1311,6094,720
8704,60007,7888,2681,2711,2494
8705,60007,1162,294,501,366
8706,60007,5478,2564,1817,1095
8707,94016,10732,3464,5603,1663
8708,60007,12130,3152,1491,7486
8709,22031,6260,2810,514,2935
8710,94016,8081,3880,4038,162
8711,60007,11375,4455,3194,3724
8712,10024,10782,3577,749,6455
8713,44101,4015,1074,1430,1510
8714,44101,8935,3930,2876,2127
8715,10024,1302,790,399,111
8716,60007,11053,4443,3829,2779
8717,22031,7054,2781,3273,998
8718,94016,1735,381,700,652
8719,94016,4365,1391,2115,858
8720,10024,8722,1064,6045,1611
8721,94016,1443,372,225,844
8722,22031,11229,2200,2555,6472
8723,60007,10190,1982,4651,3556
8724,94016,1880,9,433,1437
8725,60007,10315,3110,4367,2836
8726,44101,1794,308,1011,474
8727,44101,4125,1749,1439,936
8728,10024,4282,2553,490,1238
8729,44101,8395,3468,3675,1250
8730,22031,4036,2029,1713,292
8731,22031,11893,3544,5673,2674
8732,10024,10800,9325,520,953
8733,22031,7032,957,720,5353
8734,10024,12096,3785,6377,1932
8735,44101,9250,803,4891,3554
8736,94016,11738,5036,6487,213
8737,10024,11154,3494,3522,4136
8738,44101,5798,2835,2129,832
8739,22031,9530,1526,4464,3539
8740,22031,12065,527,5357,6179
8741,60007,6722,3768,196,2756
8742,22031,11575,2864,3764,4945
8743,44101,4622,2581,1057,982
8744,94016,11629,1355,6451,3822
8745,94016,10025,2166,3456,4402
8746,22031,9594,4071,1842,3679
8747,44101,5133,2723,621,1788
8748,44101,3619,1772,754,1091
8749,10024,4308,2709,163,1435
8750,22031,10915,6023,65,4825
8751,22031,3078,1875,1016,185
8752,22031,12303,6389,3665,2247
8753,22031,1193,235,420,537
8754,60007,1882,1535,257,88
8755,60007,7469,2871,2504,2092
8756,94016,2719,1874,622,222
8757,94016,4614,1894,2401,318
8758,94016,2009,1732,70,205
8759,10024,4198,1830,1111,1256
8760,94016,5336,838,2131,2365
8761,94016,2080,138,959,981
8762,94016,3467,2329,1068,68
8763,22031,12129,258,3744,8125
8764,22031,1138,538,158,440
8765,94016,3537,1540,821,1175
8766,44101,3941,1981,855,1103
8767,44101,5074,1280,1832,1960
8768,22031,3745,1099,1520,1124
8769,94016,12408,5310,1728,5368
8770,94016,9494,1420,2665,5407
8771,60007,2818,1373,140,1304
8772,94016,1582,105,490,985
8773,22031,3725,1910,1504,309
8774,94016,7490,3230,2414,1844
8775,22031,3592,2404,8,1179
8776,22031,2444,1068,1222,153
8777,10024,7280,2516,337,4426
8778,94016,9730,3878,1070,4781
8779,94016,5500,1453,3191,855
8780,10024,12441,4724,733,6983
8781,44101,7611,2825,2192,2593
8782,10024,1954,1015,27,910
8783,44101,5163,67,1130,3964
8784,22031,4181,31,2042,2106
8785,22031,4049,2087,1152,808
8786,94016,6204,3072,2055,1076
8787,44101,6923,920,2969,3033
8788,44101,12397,5009,1780,5607
8789,10024,7850,802,1809,5237
8790,94016,3535,877,240,2416
8791,94016,8099,3894,3077,1127
8792,10024,9751,1843,3827,4079
8793,94016,1786,796,507,481
8794,44101,1983,1279,253,449
8795,44101,12318,6833,1870,3613
8796,10024,8827,4682,4129,15
8797,44101,1266,547,1,716
8798,60007,11806,6658,3844,1303
8799,10024,12069,874,8097,3097
8800,22031,2791,1123,1259,407
8801,60007,12405,353,1093,10958
8802,94016,6553,1533,2213,2805
8803,44101,1944,333,713,897
8804,44101,11412,4955,3078,3378
8805,10024,1260,695,338,226
8806,22031,1377,1072,28,276
8807,22031,5557,3044,1882,630
8808,60007,4140,1768,26,2344
8809,60007,11031,3962,4136,2931
8810,60007,9210,3687,3944,1577
8811,60007,4202,60,2155,1985
8812,22031,4156,3512,463,179
8813,22031,1836,525,981,328
8814,94016,7035,4561,839,1634
8815,10024,2456,602,961,891
8816,22031,12087,5443,2421,4221
8817,10024,11181,2035,2805,6340
8818,10024,3442,2458,390,593
8819,10024,12340,4477,352,7509
8820,10024,1092,219,371,501
8821,10024,6338,424,4848,1064
8822,60007,11666,1915,4463,5287
8823,10024,6674,1053,3963,1656
8824,60007,4408,2407,103,1896
8825,22031,9412,4308,1069,4033
8826,10024,4761,1746,801,2212
8827,44101,4109,180,3707,221
8828,60007,9419,5535,1100,2782
8829,10024,9856,305,4730,4819
8830,94016,6497,2720,327,3448
8831,22031,1767,652,124,990
8832,44101,10802,2490,3872,4438
8833,60007,12176,4305,4009,3861
8834,60007,8877,4619,2427,1830
8835,10024,10067,1926,4114,4026
8836,44101,10639,4265,6324,48
8837,94016,8178,5184,991,2001
8838,44101,9943,2168,4181,3592
8839,10024,6272,1971,3444,856
8840,94016,3872,619,1715,1537
8841,94016,2299,259,1552,486
8842,60007,11087,3881,3531,3674
8843,60007,5254,2508,1007,1738
8844,94016,2816,949,1589,277
8845,10024,11582,1993,8612,975
8846,60007,4307,2809,190,1307
8847,44101,7961,1509,3047,3403
8848,60007,8900,1234,3304,4360
8849,22031,5648,747,2559,2340
8850,22031,11739,2050,3651,6036
8851,22031,5663,266,455,4941
8852,22031,3714,1937,1733,42
8853,44101,9216,2507,2284,4423
8854,10024,6686,2817,1108,2760
8855,60007,10262,3897,2056,4307
8856,44101,3540,1532,736,1270
8857,10024,10740,3773,4525,2440
8858,22031,2974,604,1221,1147
8859,22031,3591,1053,988,1549
8860,60007,7533,2928,2466,2137
8861,44101,11953,594,4719,6638
8862,44101,3253,952,1161,1139
8863,22031,9169,4550,3720,898
8864,60007,8109,2741,4913,454
8865,10024,4188,2050,1403,734
8866,94016,2089,200,1226,661
8867,22031,5359,1331,1028,2998
8868,60007,7833,2390,1211,4230
8869,60007,9597,4523,644,4428
8870,60007,6094,236,2662,3195
8871,60007,11918,3364,4526,4027
8872,94016,2030,892,574,563
8873,10024,4984,2289,146,2548
8874,94016,1963,558,905,499
8875,60007,2866,918,376,1570
8876,60007,11125,6,6991,4127
8877,94016,10869,3903,2972,3992
8878,94016,6558,3824,2354,378
8879,44101,4150,151,1841,2157
8880,44101,6313,1083,2499,2730
8881,22031,7664,2793,2050,2819
8882,94016,3389,757,585,2046
8883,94016,2565,879,1209,475
8884,44101,8397,3784,2975,1637
8885,22031,8834,3215,3144,2473
8886,22031,9435,2757,1961,4716
8887,94016,6364,756,3530,2077
8888,22031,5159,1242,495,3421
8889,94016,2411,932,1419,58
8890,44101,5598,2600,2869,128
8891,22031,12475,2957,4241,5276
